rank	lemma	upos	count	per_million
1	biti	AUX	64650747	69902.03
2	i	CCONJ	32422518	35056.05
3	u	ADP	30035287	32474.92
4	da	SCONJ	20050619	21679.24
5	sebe	PRON	17654521	19088.52
6	na	ADP	15595144	16861.87
7	koji	DET	13307617	14388.53
8	za	ADP	11531618	12468.28
9	taj	DET	9621299	10402.79
10	sa	ADP	8433460	9118.47
11	od	ADP	7201413	7786.35
12	a	CCONJ	6888863	7448.41
13	on	PRON	6547737	7079.58
14	htjeti	AUX	5868436	6345.10
15	i	PART	5531853	5981.18
16	ne	PART	5523436	5972.08
17	ovaj	DET	5492026	5938.12
18	o	ADP	4547926	4917.33
19	sav	ADJ	4509718	4876.02
20	moći	VERB	4419870	4778.88
21	što	PRON	4313747	4664.13
22	iz	ADP	4050678	4379.70
23	kao	SCONJ	3991318	4315.51
24	imati	VERB	3882067	4197.39
25	godina	NOUN	3814263	4124.08
26	ja	PRON	3717507	4019.46
27	svoj	DET	3600390	3892.83
28	ali	CCONJ	3210726	3471.52
29	oni	PRON	3142784	3398.06
30	kako	SCONJ	3091996	3343.14
31	jedan	NUM	2951440	3191.17
32	ili	CCONJ	2771282	2996.38
33	drugi	ADJ	2621869	2834.83
34	do	ADP	2619604	2832.38
35	mnogo	ADV	2595951	2806.81
36	velik	ADJ	2263282	2447.12
37	mi	PRON	2207599	2386.91
38	samo	ADV	2007440	2170.50
39	po	ADP	1978628	2139.34
40	neki	DET	1793764	1939.46
41	dan	NOUN	1787483	1932.67
42	čovjek	NOUN	1770322	1914.12
43	reći	VERB	1751244	1893.49
44	jer	SCONJ	1722570	1862.49
45	trebati	VERB	1717383	1856.88
46	te	CCONJ	1708359	1847.12
47	nov	ADJ	1707135	1845.80
48	naš	DET	1648975	1782.91
49	prvi	ADJ	1589503	1718.61
50	pa	CCONJ	1584568	1713.28
51	ako	SCONJ	1568860	1696.29
52	još	ADV	1563263	1690.24
53	dobar	ADJ	1502124	1624.13
54	kazati	VERB	1501513	1623.47
55	njegov	DET	1470410	1589.84
56	što	SCONJ	1458771	1577.26
57	onaj	DET	1432489	1548.84
58	vrijeme	NOUN	1389379	1502.23
59	zbog	ADP	1346724	1456.11
60	znati	VERB	1304237	1410.17
61	raditi	VERB	1291549	1396.46
62	dva	NUM	1275071	1378.64
63	ti	PRON	1267940	1370.93
64	već	ADV	1256291	1358.33
65	nakon	ADP	1249648	1351.15
66	tako	ADV	1240425	1341.18
67	prema	ADP	1234474	1334.74
68	svaki	DET	1199724	1297.17
69	morati	VERB	1179873	1275.71
70	vi	PRON	1163991	1258.54
71	nemati	VERB	1146061	1239.15
72	li	PART	1137847	1230.27
73	rad	NOUN	1070249	1157.18
74	dok	SCONJ	1057558	1143.46
75	njihov	DET	1013646	1095.98
76	zemlja	NOUN	1009568	1091.57
77	kada	ADV	1007225	1089.04
78	bez	ADP	1003443	1084.95
79	kad	SCONJ	996886	1077.86
80	kod	ADP	974086	1053.21
81	život	NOUN	971293	1050.19
82	vidjeti	VERB	955520	1033.13
83	malo	ADV	953993	1031.48
84	danas	ADV	952384	1029.74
85	moj	DET	941173	1017.62
86	dijete	NOUN	922720	997.67
87	mjesto	NOUN	913187	987.36
88	grad	NOUN	895552	968.29
89	doći	VERB	892463	964.95
90	pitanje	NOUN	883104	954.83
91	način	NOUN	879047	950.45
92	uz	ADP	876677	947.89
93	dio	NOUN	871125	941.88
94	broj	NOUN	860260	930.14
95	željeti	VERB	849234	918.21
96	sada	ADV	841948	910.34
97	ni	PART	841777	910.15
98	tko	PRON	833458	901.16
99	sam	ADJ	805411	870.83
100	dobro	ADV	793047	857.46
101	problem	NOUN	780333	843.72
102	protiv	ADP	769900	832.44
103	isti	ADJ	763217	825.21
104	strana	NOUN	759338	821.02
105	srpski	ADJ	742830	803.17
106	dobiti	VERB	742386	802.69
107	svijet	NOUN	726068	785.04
108	država	NOUN	725439	784.36
109	nego	CCONJ	716632	774.84
110	kraj	NOUN	716414	774.61
111	posao	NOUN	712317	770.18
112	dati	VERB	707368	764.82
113	zakon	NOUN	698212	754.92
114	put	ADV	697533	754.19
115	gdje	ADV	692931	749.21
116	pravo	NOUN	688572	744.50
117	postojati	VERB	686725	742.50
118	osoba	NOUN	684680	740.29
119	prije	ADP	684118	739.69
120	tri	NUM	674964	729.79
121	mali	ADJ	672618	727.25
122	nešto	PRON	658523	712.01
123	onda	ADV	657580	710.99
124	takav	DET	650106	702.91
125	također	ADV	643181	695.42
126	član	NOUN	637551	689.34
127	misliti	VERB	635694	687.33
128	govoriti	VERB	634732	686.29
129	riječ	NOUN	632109	683.45
130	slučaj	NOUN	619806	670.15
131	kada	SCONJ	619556	669.88
132	mlad	ADJ	616324	666.39
133	između	ADP	614988	664.94
134	nekoliko	ADV	609068	658.54
135	predsjednik	NOUN	607562	656.91
136	km	NOUN	606459	655.72
137	ići	VERB	606031	655.26
138	žena	NOUN	599330	648.01
139	kroz	ADP	589085	636.93
140	pod	ADP	582235	629.53
141	odnos	NOUN	577792	624.72
142	sat	NOUN	573588	620.18
143	stvar	NOUN	572971	619.51
144	njen	DET	571217	617.61
145	kuća	NOUN	570972	617.35
146	koristiti	VERB	566825	612.87
147	narod	NOUN	566170	612.16
148	odluka	NOUN	558805	604.19
149	cilj	NOUN	541273	585.24
150	daleko	ADV	538547	582.29
151	star	ADJ	535259	578.74
152	početi	VERB	533209	576.52
153	potreban	ADJ	531839	575.04
154	uvijek	ADV	529860	572.90
155	mjesec	NOUN	529180	572.16
156	politički	ADJ	529111	572.09
157	visok	ADJ	526445	569.21
158	koliko	ADV	523122	565.61
159	rat	NOUN	522100	564.51
160	važan	ADJ	522007	564.41
161	rezultat	NOUN	516938	558.93
162	ostali	ADJ	514731	556.54
163	škola	NOUN	512229	553.84
164	voda	NOUN	509840	551.25
165	ostati	VERB	507399	548.61
166	građanin	NOUN	504862	545.87
167	čak	PART	503805	544.73
168	javan	ADJ	501615	542.36
169	ništa	PRON	501083	541.78
170	put	NOUN	497029	537.40
171	projekt	NOUN	496130	536.43
172	činiti	VERB	492101	532.07
173	vaš	DET	490214	530.03
174	centar	NOUN	489134	528.86
175	republika	NOUN	488114	527.76
176	postati	VERB	486806	526.35
177	mnogi	ADJ	484214	523.54
178	e	INTJ	480532	519.56
179	nalaziti	VERB	476922	515.66
180	iako	SCONJ	476332	515.02
181	živjeti	VERB	472892	511.30
182	preko	ADP	471970	510.31
183	oko	ADV	470980	509.24
184	snaga	NOUN	470378	508.58
185	vlast	NOUN	468842	506.92
186	područje	NOUN	464374	502.09
187	tu	ADV	458831	496.10
188	kakav	DET	458740	496.00
189	izbor	NOUN	450477	487.07
190	odnosno	ADV	450039	486.59
191	ime	NOUN	449172	485.66
192	utakmica	NOUN	446864	483.16
193	sud	NOUN	446572	482.85
194	sistem	NOUN	445963	482.19
195	društvo	NOUN	445866	482.08
196	stanje	NOUN	445456	481.64
197	tokom	ADP	445301	481.47
198	pisati	VERB	442582	478.53
199	klub	NOUN	440348	476.12
200	no	CCONJ	438872	474.52
201	često	ADV	438095	473.68
202	smatrati	VERB	437666	473.22
203	situacija	NOUN	437280	472.80
204	tražiti	VERB	434421	469.71
205	zajednica	NOUN	434118	469.38
206	glavni	ADJ	433691	468.92
207	hrvatski	ADJ	432081	467.18
208	organizacija	NOUN	430211	465.16
209	veza	NOUN	428170	462.95
210	značiti	VERB	423540	457.94
211	program	NOUN	419760	453.86
212	možda	ADV	418522	452.52
213	cijel	ADJ	417295	451.19
214	sredstvo	NOUN	415713	449.48
215	ministar	NOUN	413621	447.22
216	ruka	NOUN	411888	445.34
217	igrati	VERB	411582	445.01
218	podatak	NOUN	411297	444.70
219	obzir	NOUN	411210	444.61
220	poznat	ADJ	410887	444.26
221	prilika	NOUN	410609	443.96
222	prostor	NOUN	410325	443.65
223	vrlo	ADV	408051	441.20
224	grupa	NOUN	407055	440.12
225	ipak	ADV	405715	438.67
226	razvoj	NOUN	403741	436.54
227	pred	ADP	400659	433.20
228	htjeti	VERB	399292	431.72
229	početak	NOUN	398882	431.28
230	proces	NOUN	397993	430.32
231	posljednji	ADJ	397647	429.95
232	među	ADP	396534	428.74
233	knjiga	NOUN	396041	428.21
234	slika	NOUN	393914	425.91
235	pomoć	NOUN	393106	425.04
236	lice	NOUN	391765	423.59
237	zaštita	NOUN	391630	423.44
238	međutim	ADV	390574	422.30
239	tako	SCONJ	387742	419.24
240	ovdje	ADV	386777	418.19
241	minuta	NOUN	385972	417.32
242	čiji	DET	382092	413.13
243	~	X	379858	410.71
244	tada	ADV	379422	410.24
245	dolaziti	VERB	377726	408.41
246	voditi	VERB	375845	406.37
247	cijena	NOUN	374492	404.91
248	pokazati	VERB	370276	400.35
249	informacija	NOUN	369287	399.28
250	težak	ADJ	367392	397.23
251	voljeti	VERB	367266	397.10
252	međunarodni	ADJ	366904	396.71
253	oko	ADP	366149	395.89
254	sad	ADV	365054	394.71
255	očekivati	VERB	364506	394.11
256	priča	NOUN	364102	393.68
257	posebno	ADV	363909	393.47
258	moguć	ADJ	363766	393.31
259	netko	PRON	361120	390.45
260	ministarstvo	NOUN	360986	390.31
261	period	NOUN	359721	388.94
262	različit	ADJ	359345	388.53
263	razlog	NOUN	359246	388.43
264	vratiti	VERB	357176	386.19
265	podrška	NOUN	354520	383.32
266	napraviti	VERB	353120	381.80
267	prav	ADJ	352049	380.64
268	aktivnost	NOUN	349802	378.21
269	baš	PART	348223	376.51
270	određen	ADJ	346523	374.67
271	naći	VERB	346135	374.25
272	stranka	NOUN	344431	372.41
273	nitko	PRON	344322	372.29
274	porodica	NOUN	343966	371.90
275	pomoći	VERB	343368	371.26
276	n	X	343057	370.92
277	politika	NOUN	342550	370.37
278	kompanija	NOUN	342520	370.34
279	mogućnost	NOUN	342419	370.23
280	otići	VERB	342302	370.11
281	potreba	NOUN	341943	369.72
282	općina	NOUN	341723	369.48
283	igrač	NOUN	340659	368.33
284	plan	NOUN	339316	366.88
285	dodati	VERB	338838	366.36
286	medij	NOUN	338593	366.10
287	predstavljati	VERB	336057	363.35
288	prošli	ADJ	334589	361.77
289	predstavnik	NOUN	333433	360.52
290	red	NOUN	332251	359.24
291	mjera	NOUN	332127	359.10
292	zašto	ADV	332095	359.07
293	sve	PART	331852	358.81
294	osnovan	ADJ	331620	358.56
295	svjetski	ADJ	331452	358.37
296	državni	ADJ	331427	358.35
297	američki	ADJ	331061	357.95
298	pri	ADP	330192	357.01
299	pored	ADP	325511	351.95
300	policija	NOUN	324695	351.07
301	novac	NOUN	323822	350.12
302	radni	ADJ	323740	350.04
303	vrsta	NOUN	322831	349.05
304	navoditi	VERB	322737	348.95
305	bilo	PART	320502	346.53
306	proizvod	NOUN	320095	346.09
307	poseban	ADJ	320038	346.03
308	tijelo	NOUN	317859	343.68
309	trenutak	NOUN	315543	341.17
310	djelo	NOUN	315380	341.00
311	osnova	NOUN	315068	340.66
312	četiri	NUM	314172	339.69
313	upravo	ADV	312251	337.61
314	nivo	NOUN	309598	334.75
315	radnik	NOUN	309339	334.47
316	tek	PART	308668	333.74
317	ekipa	NOUN	308443	333.50
318	direktor	NOUN	308197	333.23
319	jezik	NOUN	307341	332.30
320	nakon	SCONJ	306975	331.91
321	ljudski	ADJ	306668	331.58
322	većina	NOUN	306202	331.07
323	milion	NOUN	305432	330.24
324	film	NOUN	305035	329.81
325	borba	NOUN	302605	327.18
326	dom	NOUN	301849	326.37
327	pet	NUM	301539	326.03
328	tema	NOUN	299392	323.71
329	treći	ADJ	298799	323.07
330	ugovor	NOUN	296078	320.13
331	društven	ADJ	295410	319.40
332	liga	NOUN	295166	319.14
333	ljubav	NOUN	294345	318.25
334	posto	ADV	293986	317.87
335	sezona	NOUN	293747	317.61
336	postupak	NOUN	290992	314.63
337	vjerovati	VERB	290732	314.35
338	puno	ADV	290359	313.94
339	kasno	ADV	290251	313.83
340	vrijednost	NOUN	290162	313.73
341	osim	ADP	288859	312.32
342	gledati	VERB	288754	312.21
343	institucija	NOUN	287393	310.74
344	igra	NOUN	287058	310.37
345	mreža	NOUN	286819	310.12
346	jako	ADV	286445	309.71
347	veoma	ADV	284753	307.88
348	teško	ADV	283596	306.63
349	učiniti	VERB	282181	305.10
350	činjenica	NOUN	282158	305.08
351	glava	NOUN	281850	304.74
352	evropski	ADJ	277318	299.84
353	loš	ADJ	277204	299.72
354	zajedno	ADV	277155	299.67
355	vijeće	NOUN	276528	298.99
356	ni	CCONJ	274626	296.93
357	srce	NOUN	274099	296.36
358	uprava	NOUN	272293	294.41
359	čuti	VERB	272233	294.35
360	oblik	NOUN	270344	292.30
361	ovakav	DET	269975	291.90
362	donijeti	VERB	269960	291.89
363	uspjeti	VERB	269721	291.63
364	jedini	ADJ	269150	291.01
365	poput	ADP	267845	289.60
366	zato	ADV	266670	288.33
367	napad	NOUN	264410	285.89
368	lokalan	ADJ	263871	285.30
369	toliko	ADV	263500	284.90
370	europski	ADJ	263082	284.45
371	opet	ADV	263054	284.42
372	rano	ADV	262901	284.26
373	promjena	NOUN	262366	283.68
374	rješenje	NOUN	262354	283.66
375	odmah	ADV	262223	283.52
376	nastaviti	VERB	261152	282.36
377	sloboda	NOUN	260285	281.43
378	energija	NOUN	259524	280.60
379	proizvodnja	NOUN	258833	279.86
380	pitati	VERB	258798	279.82
381	naravno	ADV	257717	278.65
382	pobjeda	NOUN	257606	278.53
383	ukoliko	SCONJ	257431	278.34
384	iskustvo	NOUN	256958	277.83
385	odlučiti	VERB	256344	277.17
386	federacija	NOUN	255987	276.78
387	bivši	ADJ	255455	276.20
388	majka	NOUN	255121	275.84
389	lijep	ADJ	255105	275.83
390	okvir	NOUN	254882	275.58
391	davati	VERB	254323	274.98
392	meč	NOUN	253890	274.51
393	zahtjev	NOUN	253372	273.95
394	nositi	VERB	253310	273.89
395	skupština	NOUN	252146	272.63
396	odgovor	NOUN	251258	271.67
397	domaći	ADJ	251254	271.66
398	brojan	ADJ	251045	271.44
399	vlada	NOUN	250141	270.46
400	tržište	NOUN	250065	270.38
401	proći	VERB	250001	270.31
402	ruski	ADJ	249679	269.96
403	crkva	NOUN	249671	269.95
404	hrana	NOUN	249003	269.23
405	stav	NOUN	248148	268.30
406	izvor	NOUN	247691	267.81
407	uzeti	VERB	247376	267.47
408	udruženje	NOUN	247078	267.15
409	izgledati	VERB	246730	266.77
410	naredan	ADJ	246574	266.60
411	čekati	VERB	246377	266.39
412	uslov	NOUN	246354	266.36
413	događaj	NOUN	246276	266.28
414	akcija	NOUN	245870	265.84
415	stajati	VERB	245258	265.18
416	učenik	NOUN	244744	264.62
417	kultura	NOUN	244723	264.60
418	nacionalan	ADJ	244244	264.08
419	zatim	ADV	243976	263.79
420	bolest	NOUN	243590	263.38
421	završiti	VERB	243268	263.03
422	agencija	NOUN	243208	262.96
423	isto	ADV	243056	262.80
424	tekst	NOUN	243005	262.74
425	prijatelj	NOUN	242966	262.70
426	nikada	ADV	242526	262.23
427	tamo	ADV	241717	261.35
428	ideja	NOUN	241691	261.32
429	neka	PART	241397	261.00
430	sin	NOUN	241136	260.72
431	vozilo	NOUN	240558	260.10
432	uloga	NOUN	239665	259.13
433	dr.	NOUN	239180	258.61
434	krenuti	VERB	238565	257.94
435	oko	NOUN	238052	257.39
436	objekt	NOUN	237639	256.94
437	glas	NOUN	237337	256.61
438	poruka	NOUN	236836	256.07
439	nad	ADP	236437	255.64
440	javnost	NOUN	236335	255.53
441	objaviti	VERB	235806	254.96
442	lako	ADV	235675	254.82
443	poslije	ADP	235440	254.56
444	održati	ADJ	235397	254.52
445	sastanak	NOUN	235133	254.23
446	značajan	ADJ	234637	253.70
447	roditelj	NOUN	234515	253.56
448	gol	NOUN	234342	253.38
449	stići	VERB	233563	252.53
450	m	NOUN	233503	252.47
451	pročitati	VERB	233171	252.11
452	dakle	CCONJ	233085	252.02
453	zajednički	ADJ	232962	251.88
454	saradnja	NOUN	232905	251.82
455	razlika	NOUN	231689	250.51
456	jak	ADJ	230038	248.72
457	ponovo	ADV	229131	247.74
458	potpuno	ADV	228133	246.66
459	ekonomski	ADJ	227328	245.79
460	istraživanje	NOUN	227291	245.75
461	kanton	NOUN	227064	245.51
462	ulica	NOUN	226943	245.38
463	uraditi	VERB	226849	245.27
464	zdravlje	NOUN	225939	244.29
465	tim	NOUN	225668	244.00
466	istaći	VERB	225083	243.37
467	euro	NOUN	224843	243.11
468	interes	NOUN	224468	242.70
469	premijer	NOUN	224044	242.24
470	tvoj	DET	223823	242.00
471	d	X	223664	241.83
472	pun	ADJ	223165	241.29
473	služba	NOUN	222745	240.84
474	predmet	NOUN	222247	240.30
475	isticati	VERB	222054	240.09
476	istina	NOUN	221955	239.98
477	banka	NOUN	221788	239.80
478	nadati	VERB	221043	239.00
479	zdravstven	ADJ	220999	238.95
480	smrt	NOUN	220875	238.82
481	usluga	NOUN	220629	238.55
482	sljedeći	ADJ	220595	238.51
483	razgovor	NOUN	220501	238.41
484	dug	ADJ	220226	238.11
485	tvrditi	VERB	220071	237.95
486	primjer	NOUN	220042	237.92
487	stranica	NOUN	219534	237.37
488	izgradnja	NOUN	219273	237.08
489	dugo	ADV	218390	236.13
490	novinar	NOUN	216729	234.33
491	sjednica	NOUN	216525	234.11
492	smisao	NOUN	215001	232.46
493	gradski	ADJ	214583	232.01
494	prenositi	VERB	214373	231.79
495	širok	ADJ	214145	231.54
496	bosanski	ADJ	213907	231.28
497	granica	NOUN	213464	230.80
498	pratiti	VERB	213294	230.62
499	siguran	ADJ	213066	230.37
500	otac	NOUN	212824	230.11
501	oblast	NOUN	212200	229.44
502	vojni	ADJ	211607	228.79
503	jasan	ADJ	211172	228.32
504	žrtva	NOUN	210576	227.68
505	budućnost	NOUN	210552	227.65
506	dovoljno	ADV	210197	227.27
507	poslovan	ADJ	209675	226.71
508	dosta	ADV	209344	226.35
509	korisnik	NOUN	209148	226.14
510	gotovo	ADV	208636	225.58
511	boja	NOUN	208176	225.09
512	vijest	NOUN	208119	225.02
513	mišljenje	NOUN	207640	224.51
514	bitan	ADJ	207277	224.11
515	brzo	ADV	207101	223.92
516	nikakav	DET	206986	223.80
517	kontrola	NOUN	206912	223.72
518	iza	ADP	206614	223.40
519	pokazivati	VERB	206577	223.36
520	staviti	VERB	206577	223.36
521	odbor	NOUN	205993	222.72
522	trenutno	ADV	205800	222.52
523	navesti	VERB	205714	222.42
524	niz	NOUN	204074	220.65
525	držati	VERB	203908	220.47
526	tok	NOUN	203652	220.19
527	dovesti	VERB	203564	220.10
528	želja	NOUN	203343	219.86
529	ući	VERB	203050	219.54
530	b	X	202880	219.36
531	sadržaj	NOUN	202754	219.22
532	odgovoriti	VERB	201977	218.38
533	sličan	ADJ	201645	218.02
534	pričati	VERB	201544	217.91
535	noć	NOUN	201519	217.89
536	prijedlog	NOUN	201224	217.57
537	teren	NOUN	200790	217.10
538	pogled	NOUN	200531	216.82
539	komisija	NOUN	200186	216.45
540	susret	NOUN	199788	216.02
541	današnji	ADJ	199298	215.49
542	niti	CCONJ	199197	215.38
543	sigurnost	NOUN	198727	214.87
544	R	X	198199	214.30
545	k	ADP	197567	213.61
546	napisati	VERB	197138	213.15
547	funkcija	NOUN	197057	213.06
548	prirodan	ADJ	196958	212.96
549	nikad	ADV	196745	212.73
550	model	NOUN	196695	212.67
551	znanje	NOUN	196179	212.11
552	ratni	ADJ	196157	212.09
553	automobil	NOUN	196148	212.08
554	narodni	ADJ	196034	211.96
555	jednom	ADV	195904	211.82
556	pokušati	VERB	195331	211.20
557	zločin	NOUN	195064	210.91
558	razni	ADJ	194703	210.52
559	selo	NOUN	193804	209.55
560	pogledati	VERB	193490	209.21
561	pravni	ADJ	193472	209.19
562	evo	PART	192501	208.14
563	pozicija	NOUN	192383	208.01
564	obrazovanje	NOUN	192350	207.97
565	pronaći	VERB	192344	207.97
566	rok	NOUN	192118	207.72
567	zaista	ADV	192023	207.62
568	vlastit	ADJ	191765	207.34
569	srednji	ADJ	191555	207.11
570	mir	NOUN	191449	207.00
571	gost	NOUN	191406	206.95
572	sigurno	ADV	191380	206.92
573	muškarac	NOUN	190814	206.31
574	baviti	VERB	190658	206.14
575	šest	NUM	190633	206.12
576	ostaviti	VERB	190411	205.88
577	obaveza	NOUN	189743	205.15
578	naime	ADV	189087	204.45
579	nagrada	NOUN	188604	203.92
580	trajati	VERB	188479	203.79
581	dogoditi	VERB	187223	202.43
582	inače	ADV	186841	202.02
583	izjaviti	VERB	186729	201.90
584	izgubiti	VERB	186666	201.83
585	uglavnom	ADV	186592	201.75
586	svet	ADJ	185893	200.99
587	smjeti	VERB	185729	200.81
588	vrata	NOUN	184980	200.01
589	video	NOUN	184471	199.45
590	autor	NOUN	184048	199.00
591	račun	NOUN	183114	197.99
592	postići	VERB	182918	197.78
593	materijal	NOUN	182860	197.71
594	fotografija	NOUN	182243	197.05
595	pjesma	NOUN	182234	197.04
596	zgrada	NOUN	182138	196.93
597	zvati	VERB	181934	196.71
598	korak	NOUN	181186	195.90
599	federalan	ADJ	181014	195.72
600	osjećati	VERB	180696	195.37
601	odnositi	VERB	180374	195.02
602	sreća	NOUN	180143	194.78
603	vjerojatno	ADV	179950	194.57
604	firma	NOUN	179809	194.41
605	crven	ADJ	179611	194.20
606	sklad	NOUN	179563	194.15
607	the	X	179434	194.01
608	kupiti	VERB	179308	193.87
609	biće	NOUN	178904	193.44
610	pravilo	NOUN	178509	193.01
611	kolo	NOUN	178306	192.79
612	otvoriti	VERB	177614	192.04
613	oba	NUM	176330	190.65
614	prethodan	ADJ	176238	190.55
615	poslati	VERB	176081	190.38
616	uopće	ADV	175929	190.22
617	sporazum	NOUN	175823	190.10
618	zapravo	ADV	175021	189.24
619	jedinica	NOUN	173616	187.72
620	zadnji	ADJ	173115	187.18
621	vojska	NOUN	173075	187.13
622	ostvariti	VERB	173020	187.07
623	pažnja	NOUN	172760	186.79
624	spreman	ADJ	172650	186.67
625	bolnica	NOUN	172062	186.04
626	znak	NOUN	171931	185.90
627	donositi	VERB	171905	185.87
628	nizak	ADJ	171809	185.76
629	ticati	VERB	171758	185.71
630	održati	VERB	171742	185.69
631	fakultet	NOUN	171728	185.68
632	put	ADP	171618	185.56
633	poziv	NOUN	171462	185.39
634	islamski	ADJ	171216	185.12
635	podijeliti	VERB	171173	185.08
636	osvojiti	VERB	170937	184.82
637	kratak	ADJ	170670	184.53
638	savez	NOUN	170578	184.43
639	iznos	NOUN	170263	184.09
640	razgovarati	VERB	169893	183.69
641	izaći	VERB	169850	183.65
642	pozitivan	ADJ	169525	183.29
643	dodatan	ADJ	169514	183.28
644	izjava	NOUN	169362	183.12
645	skoro	ADV	169150	182.89
646	socijalan	ADJ	168986	182.71
647	potvrditi	VERB	168838	182.55
648	preduzeće	NOUN	168734	182.44
649	lista	NOUN	168267	181.93
650	ispred	ADP	167771	181.40
651	ključan	ADJ	167667	181.29
652	faza	NOUN	167620	181.24
653	priroda	NOUN	167498	181.10
654	pasti	VERB	166474	180.00
655	količina	NOUN	166220	179.72
656	shvatiti	VERB	165745	179.21
657	crn	ADJ	165699	179.16
658	student	NOUN	165641	179.10
659	izvještaj	NOUN	165376	178.81
660	otkriti	VERB	164764	178.15
661	umjesto	ADP	164510	177.87
662	zato	SCONJ	163897	177.21
663	slobodan	ADJ	163817	177.12
664	prilikom	ADP	163802	177.11
665	pola	ADV	163254	176.51
666	hiljada	NOUN	163106	176.35
667	bijel	ADJ	162853	176.08
668	policijski	ADJ	162620	175.83
669	izborni	ADJ	162580	175.79
670	pristup	NOUN	162225	175.40
671	sportski	ADJ	162213	175.39
672	potom	ADV	162189	175.36
673	iznositi	VERB	162179	175.35
674	posljedica	NOUN	162034	175.20
675	trener	NOUN	161808	174.95
676	ostajati	VERB	160552	173.59
677	dokaz	NOUN	160451	173.48
678	organ	NOUN	160396	173.42
679	to	PART	160054	173.05
680	trošak	NOUN	159388	172.33
681	t	X	159253	172.19
682	partner	NOUN	159042	171.96
683	pritisak	NOUN	158935	171.84
684	ukupan	ADJ	158673	171.56
685	sedmica	NOUN	158518	171.39
686	strah	NOUN	158217	171.07
687	rast	NOUN	158209	171.06
688	kandidat	NOUN	158178	171.03
689	p	X	157855	170.68
690	ma	INTJ	157793	170.61
691	desiti	VERB	157736	170.55
692	naglasiti	VERB	157672	170.48
693	boriti	VERB	157625	170.43
694	naziv	NOUN	157100	169.86
695	odgovarati	VERB	156840	169.58
696	načelnik	NOUN	156320	169.02
697	zapadni	ADJ	156211	168.90
698	zanimljiv	ADJ	156091	168.77
699	duša	NOUN	156047	168.72
700	drag	ADJ	155798	168.45
701	prvenstvo	NOUN	155439	168.06
702	nego	SCONJ	155324	167.94
703	polje	NOUN	155032	167.62
704	god	PART	154903	167.49
705	dokument	NOUN	154827	167.40
706	sedam	NUM	154628	167.19
707	pokušavati	VERB	154529	167.08
708	pojaviti	VERB	154517	167.07
709	promijeniti	VERB	154160	166.68
710	jednostavno	ADV	154102	166.62
711	učestvovati	VERB	153526	166.00
712	što	PART	153188	165.63
713	ponuda	NOUN	152828	165.24
714	komentar	NOUN	152824	165.24
715	pomagati	VERB	152807	165.22
716	hvala	NOUN	152665	165.07
717	prvo	ADV	152558	164.95
718	marka	NOUN	151752	164.08
719	poslanik	NOUN	151373	163.67
720	par	ADV	150870	163.12
721	životan	ADJ	150821	163.07
722	uspjeh	NOUN	150811	163.06
723	pojedini	ADJ	150782	163.03
724	pripadnik	NOUN	150704	162.95
725	tj.	PART	149982	162.16
726	površina	NOUN	149980	162.16
727	unija	NOUN	149888	162.06
728	sport	NOUN	149569	161.72
729	temperatura	NOUN	149345	161.48
730	kazna	NOUN	149278	161.40
731	ispod	ADP	149224	161.34
732	djelovati	VERB	149150	161.26
733	šteta	NOUN	148778	160.86
734	parlament	NOUN	147990	160.01
735	metar	NOUN	147826	159.83
736	stručan	ADJ	147597	159.59
737	dolar	NOUN	147384	159.36
738	analiza	NOUN	147327	159.29
739	prednost	NOUN	147181	159.14
740	vlasnik	NOUN	147119	159.07
741	konferencija	NOUN	147101	159.05
742	nastavak	NOUN	147081	159.03
743	ran	ADJ	147002	158.94
744	reprezentacija	NOUN	146979	158.92
745	odgovornost	NOUN	146959	158.90
746	kulturan	ADJ	146802	158.73
747	postaviti	VERB	146465	158.36
748	moliti	VERB	146434	158.33
749	oprema	NOUN	146408	158.30
750	itd.	ADV	146027	157.89
751	deset	NUM	145903	157.75
752	sektor	NOUN	145816	157.66
753	zadatak	NOUN	145374	157.18
754	prihvatiti	VERB	145167	156.96
755	blizak	ADJ	144961	156.74
756	prodaja	NOUN	144924	156.70
757	sila	NOUN	144684	156.44
758	dnevni	ADJ	144652	156.40
759	počinjati	VERB	144332	156.06
760	stan	NOUN	144310	156.03
761	odličan	ADJ	144267	155.99
762	sukob	NOUN	144237	155.95
763	priprema	NOUN	143847	155.53
764	h	NOUN	143764	155.44
765	savjet	NOUN	143604	155.27
766	tužilaštvo	NOUN	142948	154.56
767	tip	NOUN	142824	154.42
768	borac	NOUN	142751	154.35
769	noga	NOUN	142748	154.34
770	stoga	ADV	142644	154.23
771	kvaliteta	NOUN	142605	154.19
772	radi	ADP	142464	154.04
773	njemački	ADJ	142391	153.96
774	poručiti	VERB	141976	153.51
775	vjera	NOUN	141974	153.51
776	praksa	NOUN	141823	153.34
777	položaj	NOUN	141745	153.26
778	koža	NOUN	141739	153.25
779	roditi	ADJ	141279	152.75
780	uspješan	ADJ	141245	152.72
781	objaviti	ADJ	141242	152.71
782	njezin	DET	141212	152.68
783	zdrav	ADJ	141205	152.67
784	ustanova	NOUN	141078	152.54
785	linija	NOUN	140943	152.39
786	nedjelja	NOUN	140703	152.13
787	takmičenje	NOUN	140672	152.10
788	kategorija	NOUN	140554	151.97
